z,x,y,code,bvmap_n,bvmap_area_m2,bv_3101,bv_3102,bv_3103,bv_3111,bv_3112,ov_n,ov_area_m2,ov_osm,ov_eab,ov_other
14,14650,6023,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14650,6024,01429,5,668,5,0,0,0,0,5,798,3,0,2
14,14650,6025,01427,65,10936,65,0,0,0,0,169,20537,96,10,63
14,14650,6026,01585,39,10486,34,0,0,5,0,130,23080,47,1,82
14,14650,6027,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14650,6028,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14650,6029,01585,0,0,0,0,0,0,0,2,139,0,0,2
14,14650,6030,01585,0,0,0,0,0,0,0,1,32,0,0,1
14,14650,6031,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14650,6032,01581,0,0,0,0,0,0,0,0,0,0,0,0
14,14650,6033,01581,10,730,10,0,0,0,0,20,1886,19,0,1
14,14650,6034,01581,0,0,0,0,0,0,0,1,25,1,0,0
14,14650,6035,01581,100,9365,100,0,0,0,0,56,6534,35,1,20
14,14650,6036,01581,152,12700,148,0,0,4,0,157,18533,109,4,44
14,14650,6037,01581,131,13474,110,0,0,21,0,202,20881,171,3,28
14,14650,6038,01581,38,3504,38,0,0,0,0,35,3121,32,0,3
14,14650,6039,01581,22,1372,19,0,0,3,0,15,2092,10,1,4
14,14650,6040,01581,116,11211,108,0,0,8,0,131,15213,97,1,33
14,14650,6041,01581,229,26772,207,0,0,22,0,267,31553,218,1,48
14,14650,6042,01581,33,4695,30,0,0,3,0,65,8290,58,1,6
14,14650,6043,01581,95,20047,77,0,0,18,0,79,28070,64,1,14
14,14650,6044,01586,369,35358,339,0,0,30,0,584,130138,549,6,29
14,14650,6045,01586,245,23619,217,0,0,28,0,448,98487,404,1,43
14,14650,6046,01586,1620,145207,1536,8,0,76,0,1170,144298,988,12,170
14,14650,6047,01586,14,1788,14,0,0,0,0,12,1298,12,0,0
14,14651,5859,01214,17,2386,17,0,0,0,0,18,2393,18,0,0
14,14651,5860,01214,177,40579,150,0,0,27,0,213,40724,202,0,11
14,14651,5861,01214,31,28161,10,0,0,21,0,55,36366,42,0,13
14,14651,5862,01214,2,9152,1,0,0,1,0,3,11739,2,0,1
14,14651,5863,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5864,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5865,01214,0,0,0,0,0,0,0,13,712,0,0,13
14,14651,5866,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5867,01214,0,0,0,0,0,0,0,10,474,0,0,10
14,14651,5868,01214,0,0,0,0,0,0,0,3,130,0,0,3
14,14651,5869,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5870,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5871,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5872,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5873,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5874,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5875,01214,0,0,0,0,0,0,0,1,12,0,0,1
14,14651,5876,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5877,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5878,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5879,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5880,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5881,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5882,01516,0,0,0,0,0,0,0,7,366,0,0,7
14,14651,5883,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5884,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5885,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5886,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5887,01516,0,0,0,0,0,0,0,2,117,0,0,2
14,14651,5888,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5889,01520,0,0,0,0,0,0,0,1,12,1,0,0
14,14651,5890,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5891,01520,2,258,2,0,0,0,0,5,169,4,0,1
14,14651,5892,01520,3,763,3,0,0,0,0,10,1620,7,0,3
14,14651,5893,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5894,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5895,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5896,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5897,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5898,01520,3,403,3,0,0,0,0,3,94,3,0,0
14,14651,5899,01520,7,1118,7,0,0,0,0,11,994,7,0,4
14,14651,5900,01487,86,19948,85,0,0,1,0,179,32810,134,0,45
14,14651,5901,01487,1,132,1,0,0,0,0,2,83,1,0,1
14,14651,5902,01487,33,10651,26,0,0,7,0,42,13929,34,0,8
14,14651,5903,01487,32,9249,27,0,0,5,0,64,11878,47,0,17
14,14651,5904,01487,40,10694,35,0,0,5,0,76,15486,59,0,17
14,14651,5905,01487,38,10802,30,0,0,8,0,60,12107,51,0,9
14,14651,5906,01487,2,267,2,0,0,0,0,2,216,2,0,0
14,14651,5907,01487,1,365,1,0,0,0,0,3,1240,3,0,0
14,14651,5908,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5909,01486,4,349,4,0,0,0,0,18,807,15,0,3
14,14651,5910,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5911,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5912,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5913,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5914,01486,1,135,1,0,0,0,0,2,194,0,0,2
14,14651,5915,01486,25,3419,25,0,0,0,0,39,5248,30,0,9
14,14651,5916,01486,15,1951,15,0,0,0,0,37,5035,29,0,8
14,14651,5917,01486,8,1126,8,0,0,0,0,20,1353,19,0,1
14,14651,5918,01486,0,0,0,0,0,0,0,1,47,1,0,0
14,14651,5919,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5920,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5921,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5922,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5923,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5924,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5925,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5926,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5927,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5928,01485,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5929,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5930,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5931,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5932,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5933,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5934,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5935,01484,2,267,2,0,0,0,0,4,169,4,0,0
14,14651,5936,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5937,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5938,01484,2,253,2,0,0,0,0,2,141,2,0,0
14,14651,5939,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5940,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5941,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5942,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5943,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5944,01483,0,0,0,0,0,0,0,7,403,0,0,7
14,14651,5945,01483,0,0,0,0,0,0,0,9,568,0,0,9
14,14651,5946,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5947,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5948,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5949,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5950,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5951,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5952,01482,0,0,0,0,0,0,0,1,38,0,0,1
14,14651,5953,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5954,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5955,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5956,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5957,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5958,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5959,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5960,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5961,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5962,01438,1,151,1,0,0,0,0,0,0,0,0,0
14,14651,5963,01438,2,307,2,0,0,0,0,3,375,0,0,3
14,14651,5964,01438,14,6596,13,1,0,0,0,31,8736,28,0,3
14,14651,5965,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5966,01438,6,1128,6,0,0,0,0,10,1161,10,0,0
14,14651,5967,01438,8,1589,8,0,0,0,0,10,991,9,0,1
14,14651,5968,01438,27,5858,25,0,0,2,0,65,16479,38,27,0
14,14651,5969,01438,1052,172330,1036,9,0,7,0,1381,197823,1328,53,0
14,14651,5970,01438,79,11413,74,0,0,5,0,99,13841,71,28,0
14,14651,5971,01438,81,10967,79,0,0,2,0,59,5900,0,59,0
14,14651,5972,01434,99,12198,98,0,0,1,0,130,19995,122,8,0
14,14651,5973,01433,63,6727,63,0,0,0,0,91,18153,78,13,0
14,14651,5974,01433,100,9641,100,0,0,0,0,83,8136,44,39,0
14,14651,5975,01433,59,6599,59,0,0,0,0,66,6739,42,24,0
14,14651,5976,01433,70,9881,70,0,0,0,0,144,24720,94,12,38
14,14651,5977,01433,106,14011,106,0,0,0,0,224,31315,163,3,58
14,14651,5978,01225,27,3329,27,0,0,0,0,55,5642,16,6,33
14,14651,5979,01225,95,13475,95,0,0,0,0,156,20915,0,13,143
14,14651,5980,01225,478,55089,470,0,0,8,0,613,83221,310,8,295
14,14651,5981,01225,1479,111022,1462,1,0,16,0,1454,122548,1261,15,178
14,14651,5982,01225,580,86055,549,0,0,31,0,633,92864,502,7,124
14,14651,5983,01225,1641,126150,1592,14,0,35,0,1509,140014,1330,3,176
14,14651,5984,01225,2159,185185,2109,10,0,40,0,2025,188179,1826,9,190
14,14651,5985,01225,2665,339417,2580,14,0,70,1,2407,317635,2038,30,339
14,14651,5986,01226,827,69411,807,3,0,17,0,780,67529,689,7,84
14,14651,5987,01226,687,58660,643,3,0,41,0,676,58566,605,5,66
14,14651,5988,01226,89,13556,85,0,0,4,0,145,19767,127,0,18
14,14651,5989,01226,759,70498,735,3,0,21,0,1022,165343,743,13,266
14,14651,5990,01226,386,39315,376,0,0,10,0,496,61994,428,0,68
14,14651,5991,01226,1,133,1,0,0,0,0,4,80,1,0,3
14,14651,5992,01424,70,10108,64,6,0,0,0,39,10703,37,2,0
14,14651,5993,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5994,01424,1,40,1,0,0,0,0,0,0,0,0,0
14,14651,5995,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5996,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5997,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,5998,01215,1,136,1,0,0,0,0,0,0,0,0,0
14,14651,5999,01215,98,11266,94,3,0,1,0,37,7925,17,20,0
14,14651,6000,01215,23,2766,21,2,0,0,0,7,845,0,7,0
14,14651,6001,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6002,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6003,01222,2,140,2,0,0,0,0,0,0,0,0,0
14,14651,6004,01222,696,73606,665,25,0,6,0,478,64910,450,28,0
14,14651,6005,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6006,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6007,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6008,01210,0,0,0,0,0,0,0,1,27,0,0,1
14,14651,6009,01210,2,271,2,0,0,0,0,7,430,7,0,0
14,14651,6010,01210,78,15414,78,0,0,0,0,122,26085,55,4,63
14,14651,6011,01210,46,20552,46,0,0,0,0,79,13507,1,18,60
14,14651,6012,01210,3,512,3,0,0,0,0,0,0,0,0,0
14,14651,6013,01210,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6014,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6015,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6016,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6017,01209,9,1142,9,0,0,0,0,17,1415,15,2,0
14,14651,6018,01209,33,2762,33,0,0,0,0,37,3643,37,0,0
14,14651,6019,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6020,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6021,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6022,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6023,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6024,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6025,01429,32,4646,32,0,0,0,0,75,12801,54,0,21
14,14651,6026,01427,23,8817,18,0,0,5,0,46,10497,31,0,15
14,14651,6027,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6028,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6029,01585,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6030,01581,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6031,01581,0,0,0,0,0,0,0,0,0,0,0,0
14,14651,6032,01581,0,0,0,0,0,0,0,1,28,1,0,0
14,14651,6033,01581,7,799,7,0,0,0,0,22,2760,16,0,6
14,14651,6034,01581,46,4906,46,0,0,0,0,90,12530,69,0,21
14,14651,6035,01581,143,15698,143,0,0,0,0,220,24707,141,3,76
14,14651,6036,01581,25,1586,20,0,0,5,0,19,1388,17,1,1
14,14651,6037,01581,3,222,3,0,0,0,0,0,0,0,0,0
14,14651,6038,01581,82,8881,79,0,0,3,0,97,13091,85,0,12
14,14651,6039,01581,1,21,1,0,0,0,0,3,74,2,0,1
14,14651,6040,01581,32,3773,31,0,0,1,0,25,2562,19,0,6
14,14651,6041,01581,61,6542,60,0,0,1,0,62,8364,55,3,4
14,14651,6042,01581,98,10435,89,0,0,9,0,124,15028,111,1,12
14,14651,6043,01586,183,17882,168,0,0,15,0,214,24633,181,0,33
14,14651,6044,01586,316,29638,296,0,0,20,0,675,142252,615,1,59
14,14651,6045,01586,268,24853,246,0,0,22,0,373,66405,321,8,44
14,14651,6046,01586,2928,243892,2746,5,0,177,0,1903,235752,1706,22,175
14,14651,6047,01586,85,3520,78,0,0,7,0,41,3237,36,0,5
14,14651,6048,01586,189,12578,188,0,0,1,0,155,12123,154,1,0
14,14652,5859,01214,0,0,0,0,0,0,0,1,1323,1,0,0
14,14652,5860,01214,242,38717,242,0,0,0,0,284,38759,257,0,27
14,14652,5861,01214,0,0,0,0,0,0,0,9,578,0,0,9
14,14652,5862,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5863,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5864,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5865,01214,0,0,0,0,0,0,0,13,713,0,0,13
14,14652,5866,01214,0,0,0,0,0,0,0,7,310,0,0,7
14,14652,5867,01214,0,0,0,0,0,0,0,41,2214,0,0,41
14,14652,5868,01214,0,0,0,0,0,0,0,5,148,0,0,5
14,14652,5869,01214,0,0,0,0,0,0,0,4,281,0,0,4
14,14652,5870,01214,0,0,0,0,0,0,0,3,211,0,0,3
14,14652,5871,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5872,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5873,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5874,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5875,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5876,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5877,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5878,01214,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5879,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5880,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5881,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5882,01516,0,0,0,0,0,0,0,3,76,0,0,3
14,14652,5883,01516,0,0,0,0,0,0,0,3,178,0,0,3
14,14652,5884,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5885,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5886,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5887,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5888,01516,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5889,01520,0,0,0,0,0,0,0,2,29,2,0,0
14,14652,5890,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5891,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5892,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5893,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5894,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5895,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5896,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5897,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5898,01520,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5899,01520,23,5549,20,0,0,3,0,35,4690,31,0,4
14,14652,5900,01487,8,1622,7,0,0,1,0,16,3460,10,0,6
14,14652,5901,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5902,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5903,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5904,01487,8,1129,8,0,0,0,0,16,1536,14,0,2
14,14652,5905,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5906,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5907,01487,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5908,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5909,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5910,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5911,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5912,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5913,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5914,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5915,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5916,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5917,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5918,01486,2,278,2,0,0,0,0,4,231,0,0,4
14,14652,5919,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5920,01486,0,0,0,0,0,0,0,2,748,0,0,2
14,14652,5921,01486,6,820,6,0,0,0,0,7,554,4,0,3
14,14652,5922,01486,0,0,0,0,0,0,0,6,213,0,0,6
14,14652,5923,01486,0,0,0,0,0,0,0,2,125,0,0,2
14,14652,5924,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5925,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5926,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5927,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5928,01486,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5929,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5930,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5931,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5932,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5933,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5934,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5935,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5936,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5937,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5938,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5939,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5940,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5941,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5942,01484,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5943,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5944,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5945,01483,0,0,0,0,0,0,0,2,196,0,0,2
14,14652,5946,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5947,01483,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5948,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5949,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5950,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5951,01482,2,1206,1,0,0,1,0,4,1452,0,0,4
14,14652,5952,01482,0,0,0,0,0,0,0,1,102,0,0,1
14,14652,5953,01482,0,0,0,0,0,0,0,2,85,0,0,2
14,14652,5954,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5955,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5956,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5957,01482,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5958,01438,1,118,1,0,0,0,0,0,0,0,0,0
14,14652,5959,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5960,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5961,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5962,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5963,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5964,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5965,01438,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5966,01438,4,641,4,0,0,0,0,6,357,5,0,1
14,14652,5967,01438,3,2133,3,0,0,0,0,2,837,0,2,0
14,14652,5968,01438,13,4562,13,0,0,0,0,6,1071,5,1,0
14,14652,5969,01438,222,33728,217,1,0,4,0,274,38381,258,16,0
14,14652,5970,01434,90,10777,88,0,0,2,0,72,8571,0,72,0
14,14652,5971,01434,203,23440,199,0,0,4,0,242,27925,135,107,0
14,14652,5972,01434,917,132378,915,0,0,2,0,1123,156589,1100,23,0
14,14652,5973,01433,76,9209,75,0,0,1,0,84,9497,62,22,0
14,14652,5974,01433,62,6370,62,0,0,0,0,63,6772,28,35,0
14,14652,5975,01433,82,8690,82,0,0,0,0,93,11038,89,4,0
14,14652,5976,01433,765,134106,762,2,0,1,0,1154,154281,1053,21,80
14,14652,5977,01433,457,53750,457,0,0,0,0,741,81987,655,18,68
14,14652,5978,01225,43,8712,43,0,0,0,0,72,11546,16,5,51
14,14652,5979,01225,129,16389,127,0,0,2,0,198,27113,0,19,179
14,14652,5980,01225,263,39601,252,1,0,10,0,294,49635,135,14,145
14,14652,5981,01225,653,60563,632,3,0,18,0,660,64417,540,11,109
14,14652,5982,01225,107,9154,106,0,0,1,0,124,11327,47,5,72
14,14652,5983,01225,139,26296,129,0,0,10,0,206,41952,16,23,167
14,14652,5984,01225,219,23973,205,0,0,14,0,253,29957,36,6,211
14,14652,5985,01226,91,13488,82,0,0,9,0,121,17270,95,5,21
14,14652,5986,01226,9,2051,8,0,0,1,0,5,2052,4,0,1
14,14652,5987,01226,68,12766,64,0,0,4,0,89,23122,74,2,13
14,14652,5988,01226,38,5685,38,0,0,0,0,66,16233,47,3,16
14,14652,5989,01226,56,6890,56,0,0,0,0,70,5777,51,4,15
14,14652,5990,01425,464,95757,464,0,0,0,0,1086,93992,1026,19,41
14,14652,5991,01226,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5992,01424,0,0,0,0,0,0,0,1,719,0,1,0
14,14652,5993,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5994,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5995,01424,3,902,3,0,0,0,0,2,832,0,2,0
14,14652,5996,01424,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5997,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5998,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,5999,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6000,01215,35,4580,35,0,0,0,0,28,6057,6,22,0
14,14652,6001,01215,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6002,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6003,01222,491,58925,468,17,0,6,0,329,41731,290,39,0
14,14652,6004,01222,518,40743,499,15,0,4,0,343,34744,323,20,0
14,14652,6005,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6006,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6007,01222,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6008,01210,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6009,01210,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6010,01210,33,4473,33,0,0,0,0,72,8740,31,0,41
14,14652,6011,01210,3,507,3,0,0,0,0,10,567,0,3,7
14,14652,6012,01210,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6013,01210,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6014,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6015,01209,3,781,3,0,0,0,0,2,624,2,0,0
14,14652,6016,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6017,01209,715,61431,684,17,0,14,0,521,46121,521,0,0
14,14652,6018,01209,465,32215,456,5,0,4,0,382,29010,382,0,0
14,14652,6019,01209,1,150,1,0,0,0,0,0,0,0,0,0
14,14652,6020,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6021,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6022,01209,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6023,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6024,01429,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6025,01429,7,1717,7,0,0,0,0,11,1532,9,0,2
14,14652,6026,01427,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6027,01427,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6028,01427,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6029,01581,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6030,01581,0,0,0,0,0,0,0,0,0,0,0,0
14,14652,6031,01581,8,2839,8,0,0,0,0,15,5870,9,0,6
14,14652,6032,01581,10,2530,10,0,0,0,0,33,5191,24,0,9
